Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8,58,No,8,1,50
1,51,No,8,7,25
7,73,Yes,6,8,65
2,46,No,4,0,21
3,42,Yes,5,6,21
8,77,No,7,6,71
9,89,No,6,3,85
4,89,Yes,6,2,72
7,93,Yes,5,4,86
9,44,No,4,0,40
7,69,No,7,1,60
4,65,No,4,7,46
3,93,Yes,6,5,75
2,86,No,6,2,64
6,60,Yes,7,6,48
9,43,No,4,6,38
8,40,No,8,3,34
4,56,No,6,6,40
6,90,Yes,5,2,80
9,98,No,8,5,97
5,73,No,8,6,62
9,84,Yes,6,2,82
6,45,No,4,2,32
7,46,No,7,4,36
2,52,Yes,4,1,28
2,90,Yes,7,0,67
6,56,Yes,7,1,44
6,76,Yes,9,6,67
2,95,No,6,8,72
1,93,Yes,5,3,67
4,63,Yes,8,5,47
9,92,No,7,0,90
4,84,Yes,6,4,66
1,62,Yes,5,0,35
8,42,No,8,8,38
3,54,Yes,6,6,34
6,88,Yes,6,4,76
7,97,Yes,5,9,89
7,45,No,4,6,33
8,62,No,5,1,56
9,83,Yes,6,8,83
3,84,No,8,3,66
4,93,Yes,6,9,76
9,84,No,8,5,81
7,42,Yes,6,8,34
1,42,Yes,5,8,16
9,99,Yes,8,1,94
1,54,Yes,5,1,27
7,47,No,7,6,39
8,92,No,5,0,87
9,92,No,8,6,91
6,57,No,4,0,44
7,69,Yes,8,8,61
6,42,No,7,8,29
9,45,Yes,4,9,42
7,77,Yes,7,4,70
1,82,Yes,4,4,54
1,57,Yes,6,6,32
5,95,No,6,4,81
3,66,Yes,6,9,46
2,79,Yes,4,5,56
5,68,Yes,6,2,54
2,94,No,4,5,71
6,85,Yes,4,0,69
5,66,Yes,5,4,50
6,72,Yes,5,1,59
4,72,No,6,4,56
5,83,No,6,5,70
7,40,Yes,7,9,30
5,89,Yes,7,1,75
8,73,No,9,7,69
9,64,Yes,6,3,58
3,54,Yes,6,6,34
1,82,Yes,9,6,60
8,89,No,8,7,85
1,94,Yes,6,4,69
9,98,Yes,9,3,96
6,89,No,7,7,78
9,91,Yes,5,3,88
5,49,Yes,4,5,33
6,60,Yes,9,3,48
9,54,No,8,1,51
9,95,Yes,5,0,93
6,44,No,9,0,30
6,64,Yes,4,3,51
6,95,Yes,8,4,86
2,61,Yes,9,0,41
7,64,Yes,7,0,56
1,48,No,4,0,19
9,66,Yes,5,3,63
3,58,No,5,8,38
3,77,No,8,6,59
4,54,Yes,6,8,37
2,84,Yes,4,8,62
7,44,No,6,7,35
2,63,Yes,5,0,39
2,94,Yes,8,0,72
5,98,No,6,1,81
8,67,Yes,4,3,61
8,51,Yes,4,6,46
6,77,Yes,8,9,67
1,83,Yes,9,0,59
7,99,No,8,7,93
3,84,No,9,3,66
2,75,No,9,9,53
1,45,No,9,6,20
8,77,No,8,5,74
2,98,No,8,7,77
1,46,No,4,7,20
4,95,No,5,6,76
4,62,No,7,4,44
8,91,Yes,4,6,87
9,54,No,9,3,51
7,57,No,5,2,49
5,59,Yes,6,8,46
1,85,No,9,6,62
8,88,No,7,2,82
4,71,No,5,5,55
2,93,No,7,4,69
2,60,Yes,8,7,39
1,96,No,9,5,71
3,88,No,9,0,68
9,69,Yes,4,4,65
9,93,Yes,8,3,91
5,98,No,8,5,85
6,64,No,9,9,53
7,77,No,8,3,68
8,91,No,9,5,87
9,96,No,7,0,92
9,96,No,7,8,94
6,54,Yes,8,1,43
7,91,No,9,3,84
2,83,Yes,6,2,60
9,74,Yes,8,2,71
4,91,No,4,9,73
4,40,Yes,6,7,24
5,73,No,6,0,58
3,52,Yes,5,7,35
8,97,Yes,5,2,91
5,48,No,8,8,35
2,89,Yes,9,4,68
1,49,No,7,3,24
4,95,Yes,6,4,76
2,87,No,6,9,65
1,48,No,8,2,23
7,92,Yes,4,0,83
1,42,No,4,7,14
2,69,No,8,8,48
1,83,No,7,4,58
1,49,Yes,9,9,25
4,57,No,4,3,38
9,85,Yes,4,0,80
9,57,Yes,7,2,54
2,73,Yes,5,6,51
2,62,No,5,1,38
2,92,No,8,5,70
5,40,No,6,5,26
8,77,No,8,9,71
5,78,Yes,4,1,63
5,46,Yes,7,8,33
2,57,No,6,1,32
9,43,No,4,7,38
4,91,No,6,7,75
6,48,Yes,6,6,36
7,47,Yes,9,6,41
8,57,No,6,1,48
8,81,No,4,5,74
6,85,Yes,7,0,72
3,65,No,5,8,45
9,79,No,9,2,78
2,61,No,5,6,38
3,83,Yes,4,8,64
5,86,Yes,7,6,73
2,60,No,4,3,35
8,87,Yes,9,1,84
5,65,Yes,6,5,52
1,75,Yes,8,2,51
3,54,No,7,6,34
8,99,Yes,6,3,92
6,70,Yes,7,3,59
1,86,Yes,7,3,64
4,73,No,4,8,57
1,41,No,4,3,15
3,81,No,6,3,60
5,69,No,8,1,54
5,47,No,4,7,30
4,91,Yes,4,3,74
3,46,No,7,4,24
5,51,No,7,7,38
4,97,No,6,3,78
8,58,Yes,7,4,54
8,67,Yes,9,5,62
5,53,No,9,2,39
4,53,Yes,9,8,38
3,45,Yes,7,4,23
2,53,No,4,4,28
9,52,Yes,5,4,48
1,66,Yes,6,3,40
1,74,Yes,8,0,49
2,41,No,9,5,19
3,87,No,6,3,66
9,40,No,4,0,35
6,77,No,7,0,66
4,90,No,5,9,71
8,84,No,9,5,80
9,63,No,9,7,62
7,49,No,6,0,39
3,74,Yes,8,7,56
6,46,No,5,3,34
2,74,No,6,2,50
7,56,Yes,7,8,48
5,54,No,9,4,41
8,51,No,7,8,47
3,62,Yes,6,6,42
7,65,Yes,4,8,58
9,44,Yes,5,6,41
7,70,No,4,8,62
7,93,No,6,8,85
5,45,Yes,7,4,32
6,84,Yes,9,2,75
4,47,Yes,9,9,31
7,87,Yes,4,7,78
9,96,Yes,7,4,94
5,54,No,5,3,39
9,43,Yes,8,6,41
9,76,Yes,4,0,73
3,49,No,6,0,26
9,45,Yes,7,4,43
3,43,Yes,8,4,23
9,93,Yes,5,2,90
6,95,No,5,6,85
2,79,Yes,7,9,56
8,65,No,8,3,58
1,81,No,6,6,55
8,52,No,5,0,44
1,61,Yes,7,9,37
2,88,No,5,1,62
6,44,Yes,5,1,30
9,77,Yes,7,5,75
2,50,No,4,1,27
4,77,Yes,8,6,61
8,83,Yes,4,2,74
7,64,Yes,8,0,56
8,91,No,8,4,86
6,54,Yes,6,6,42
3,56,No,9,7,38
1,42,No,9,2,15
7,91,Yes,4,9,84
2,77,Yes,5,0,53
8,40,No,7,0,32
6,46,Yes,4,1,35
7,65,Yes,6,3,57
6,78,Yes,6,3,68
3,94,No,9,0,75
9,66,No,4,2,61
5,87,Yes,7,0,72
4,49,Yes,6,1,30
6,58,Yes,9,9,49
2,55,No,8,1,31
6,67,No,5,5,55
2,60,Yes,6,5,38
7,47,No,6,7,39
9,49,No,9,4,47
8,49,No,4,0,42
5,72,No,5,7,57
8,95,Yes,6,2,90
3,92,No,4,4,72
6,63,Yes,9,6,51
7,75,Yes,5,1,66
5,70,Yes,4,6,57
8,56,No,9,4,51
9,98,Yes,8,9,97
7,87,Yes,8,2,80
9,47,Yes,9,8,46
6,71,Yes,4,7,60
9,86,Yes,6,9,85
5,77,Yes,5,8,64
9,93,Yes,8,6,93
1,51,Yes,5,2,24
7,67,No,5,2,57
9,94,No,9,5,92
9,95,No,5,1,91
6,96,No,6,3,82
8,42,No,8,4,38
4,58,Yes,4,7,40
5,49,No,6,6,33
8,69,No,5,7,63
4,99,No,5,3,82
4,63,Yes,9,1,46
8,65,No,4,8,60
6,75,Yes,4,0,61
6,99,Yes,8,7,92
6,87,Yes,6,6,75
1,63,Yes,8,3,37
5,54,Yes,5,1,37
9,90,Yes,9,8,90
9,40,No,5,7,34
1,61,Yes,9,3,36
8,90,Yes,7,5,86
1,79,Yes,4,3,52
8,94,No,7,4,86
3,88,No,9,8,70
3,94,Yes,7,5,75
8,60,No,4,6,52
4,77,Yes,7,5,60
2,61,Yes,5,3,37
4,93,Yes,8,8,77
6,82,Yes,9,3,72
6,41,No,4,1,25
5,96,No,7,0,82
7,57,No,7,7,50
4,87,No,8,5,69
6,64,Yes,7,4,53
5,98,Yes,6,3,83
4,61,Yes,7,1,44
9,54,No,5,3,48
4,84,Yes,9,2,67
8,95,Yes,8,9,91
9,80,No,9,2,79
8,45,Yes,6,1,39
7,50,No,6,9,41
3,77,No,8,4,59
9,47,Yes,9,1,47
3,83,No,8,4,64
6,97,Yes,5,9,88
6,42,No,8,1,28
2,52,No,6,0,27
2,88,No,5,4,65
1,55,No,6,2,27
6,52,No,4,1,38
9,98,Yes,8,1,95
7,56,No,9,5,48
6,70,Yes,4,4,58
6,54,Yes,4,1,41
4,59,Yes,4,7,40
1,76,Yes,9,7,54
4,43,Yes,6,3,24
8,87,No,5,8,82
4,87,No,5,0,68
3,84,Yes,9,4,67
8,41,No,8,5,34
2,57,No,9,6,35
1,88,No,9,8,64
3,47,Yes,4,5,26
3,41,No,9,6,23
1,68,No,5,9,41
4,66,Yes,5,4,48
2,73,No,4,0,49
7,56,Yes,9,4,48
1,62,No,6,6,38
3,72,Yes,5,2,51
1,51,No,7,3,24
6,78,Yes,7,3,68
9,54,Yes,8,6,53
3,40,No,6,1,18
4,83,Yes,4,6,66
2,96,No,7,5,74
1,73,No,5,6,48
7,56,Yes,6,5,46
8,99,Yes,6,1,92
8,85,No,5,1,78
8,40,No,7,3,33
1,96,Yes,4,2,70
1,80,Yes,7,0,54
9,90,No,6,9,89
6,86,Yes,6,1,74
2,52,No,6,0,27
1,98,Yes,9,6,73
5,92,No,5,9,78
7,49,No,5,4,37
2,41,Yes,7,4,17
3,49,Yes,4,0,26
3,79,No,9,3,61
8,64,Yes,6,1,56
2,47,Yes,6,3,26
2,60,Yes,8,0,34
8,61,Yes,8,7,57
7,84,No,7,9,76
5,66,Yes,5,4,50
5,81,No,8,0,65
9,96,Yes,8,9,95
3,47,No,4,2,25
4,95,Yes,5,6,77
1,57,No,4,6,32
4,81,Yes,9,8,64
3,92,No,5,0,71
3,71,No,5,3,50
8,67,No,9,4,61
3,94,Yes,5,4,75
7,71,Yes,8,8,64
8,79,Yes,6,0,72
9,47,No,8,8,46
6,74,No,7,6,62
8,60,Yes,7,1,52
1,86,Yes,6,1,60
3,73,No,9,9,53
6,55,No,4,6,42
9,43,No,7,9,41
9,73,Yes,6,5,69
9,85,No,8,7,82
8,50,Yes,5,6,46
2,52,No,8,4,31
2,64,No,5,4,39
6,57,No,7,5,45
2,89,Yes,4,0,66
9,69,No,9,9,67
7,85,Yes,9,7,80
9,93,Yes,4,4,91
6,48,Yes,8,1,37
9,89,No,7,6,85
8,80,No,5,1,74
8,92,Yes,5,5,86
3,64,No,9,9,45
8,79,No,8,5,76
2,42,No,6,1,17
3,43,Yes,6,7,24
5,71,No,4,4,56
7,73,Yes,5,9,64
6,66,No,5,8,56
9,93,Yes,4,4,91
2,78,Yes,5,3,57
5,77,Yes,4,5,62
6,57,No,8,4,47
1,75,No,7,6,49
9,60,Yes,9,7,60
2,69,No,9,0,46
6,73,Yes,9,6,64
8,47,No,5,8,41
5,67,No,8,9,53
7,55,No,5,3,43
1,87,No,8,2,60
8,75,No,7,6,69
5,52,Yes,5,1,36
7,75,No,6,7,67
8,64,No,6,8,60
7,92,No,8,3,85
3,56,Yes,4,8,35
3,97,Yes,7,2,76
1,69,Yes,8,6,46
5,97,No,7,2,82
5,82,No,8,3,68
8,76,No,6,0,69
4,42,Yes,7,2,23
5,76,No,9,3,64
5,57,Yes,4,5,41
7,72,Yes,8,6,64
6,54,Yes,5,6,42
3,94,No,9,4,75
8,71,Yes,5,9,67
8,58,Yes,9,1,51
1,95,Yes,8,1,69
3,59,No,7,7,41
9,92,No,7,6,91
5,50,No,9,7,37
8,95,Yes,4,6,89
2,50,No,6,2,26
9,83,Yes,6,3,81
9,55,Yes,6,1,52
2,94,Yes,5,0,72
1,66,Yes,8,0,43
9,55,Yes,7,4,52
6,98,Yes,6,4,87
6,98,No,7,7,90
2,99,No,4,9,78
7,91,No,7,0,80
2,85,No,8,6,65
6,73,No,9,3,64
9,53,Yes,6,9,50
1,59,Yes,5,4,33
3,80,No,4,1,58
2,77,No,7,8,55
8,42,Yes,6,8,37
3,80,No,4,2,58
5,93,Yes,8,6,79
1,74,Yes,7,0,49
6,68,No,5,5,56
5,56,Yes,4,2,40
5,54,No,6,3,39
9,60,No,5,4,56
2,90,No,9,0,68
2,67,Yes,6,9,44
3,60,Yes,5,1,38
9,99,No,8,0,94
4,91,No,9,9,76
4,78,Yes,7,3,61
6,81,Yes,4,7,69
5,75,No,7,6,61
3,65,No,5,0,43
9,65,No,5,1,61
3,63,Yes,4,9,42
3,51,Yes,4,1,29
2,47,No,9,1,26
7,93,Yes,6,1,85
4,48,No,7,4,32
3,87,Yes,8,3,69
2,63,No,4,3,38
9,55,Yes,6,3,52
7,49,Yes,6,5,39
2,44,No,9,5,21
7,54,Yes,5,3,41
8,59,Yes,5,7,53
2,41,Yes,8,3,17
6,55,Yes,9,2,44
9,73,No,6,1,68
6,63,Yes,4,8,49
1,67,Yes,4,7,43
6,76,Yes,4,6,66
2,88,Yes,4,8,66
3,75,Yes,6,1,56
6,68,Yes,6,4,57
9,87,No,4,1,84
3,70,Yes,5,2,49
3,46,Yes,4,6,26
8,81,No,7,9,75
7,49,Yes,6,4,39
6,73,No,7,4,59
7,48,Yes,9,8,42
1,76,Yes,7,1,51
9,92,Yes,5,3,89
7,42,Yes,5,3,32
6,53,Yes,5,7,40
7,89,Yes,9,2,82
1,97,No,5,4,69
2,67,No,8,7,45
1,48,No,7,2,22
4,90,Yes,4,8,73
6,73,Yes,8,1,64
1,58,Yes,6,3,33
3,57,No,7,6,36
1,63,No,9,1,38
7,47,No,7,1,39
7,67,No,9,1,56
8,45,Yes,7,5,40
4,88,No,9,0,71
7,44,No,5,4,34
7,54,No,5,9,45
3,54,No,8,3,36
3,67,No,7,9,47
3,62,No,4,4,41
4,48,No,7,0,31
8,69,No,4,6,63
9,55,Yes,4,2,51
3,40,No,7,6,20
9,98,Yes,9,1,95
9,57,No,5,0,53
9,97,Yes,9,1,94
7,88,No,8,2,80
2,84,Yes,8,6,64
4,60,Yes,4,8,41
8,85,No,5,8,80
2,85,No,7,7,63
7,64,Yes,4,7,55
3,85,No,8,0,64
4,56,Yes,5,0,40
3,85,No,8,0,64
5,84,Yes,5,9,70
4,93,Yes,7,1,75
8,43,No,5,5,34
6,86,Yes,4,4,76
9,63,Yes,8,7,61
2,62,No,8,9,40
8,70,No,8,5,64
7,52,No,8,1,43
3,46,Yes,9,9,29
1,83,Yes,6,9,61
9,67,Yes,6,7,65
9,57,No,8,3,54
5,40,Yes,4,5,25
6,89,Yes,7,8,79
5,90,No,5,1,76
7,72,No,4,3,62
1,92,No,8,0,68
6,44,No,6,7,32
9,79,No,6,5,77
9,52,No,9,5,51
7,81,Yes,8,7,74
4,82,Yes,8,8,66
3,56,Yes,7,9,36
7,74,No,9,1,66
3,74,Yes,4,1,52
2,57,Yes,7,1,34
6,89,Yes,7,0,79
1,85,Yes,5,2,59
6,66,Yes,4,4,54
9,40,No,5,8,35
2,60,No,4,5,35
5,88,No,6,9,75
4,64,No,9,1,46
9,96,No,8,3,94
4,41,Yes,8,7,24
2,87,No,9,5,64
5,99,Yes,9,3,88
6,93,Yes,8,2,82
5,53,Yes,6,3,38
4,89,No,7,8,74
9,41,Yes,6,2,38
6,73,Yes,6,2,61
3,74,No,7,3,54
6,93,No,6,7,84
8,54,Yes,5,9,50
9,51,No,9,0,47
3,92,No,7,9,74
2,77,Yes,8,6,56
4,81,Yes,7,0,61
2,42,No,9,2,19
1,69,Yes,5,1,42
6,55,No,5,1,42
3,97,Yes,9,0,78
1,67,Yes,7,7,42
3,84,Yes,5,3,63
7,57,Yes,5,1,48
6,69,Yes,6,5,59
3,41,No,8,7,20
5,99,Yes,7,4,86
7,93,Yes,7,8,86
6,94,Yes,9,2,84
2,62,No,4,9,40
6,80,No,8,4,69
8,85,No,6,0,78
3,81,No,9,9,63
5,66,No,7,5,50
8,74,Yes,8,1,67
5,46,No,5,9,30
3,97,Yes,6,0,76
6,90,Yes,6,8,81
5,50,No,5,5,32
5,49,No,7,5,34
6,60,No,6,1,48
3,98,No,8,1,79
5,75,No,8,7,62
3,68,Yes,5,3,46
4,49,No,4,6,31
4,94,No,5,1,75
4,79,No,5,6,63
8,52,Yes,6,9,48
3,61,No,8,6,42
4,77,No,7,1,59
7,84,No,7,0,75
1,97,Yes,9,8,72
2,61,Yes,5,1,38
2,70,Yes,4,1,50
5,47,No,4,9,31
4,44,Yes,6,7,27
2,81,No,4,7,59
2,59,No,8,3,35
9,68,Yes,4,8,65
5,66,No,6,5,51
1,64,Yes,6,3,39
3,73,Yes,5,9,51
3,72,No,7,9,52
2,50,Yes,7,5,27
3,97,No,4,5,76
7,57,No,8,2,49
3,86,Yes,4,8,68
7,80,Yes,9,9,75
7,98,No,4,4,86
9,68,Yes,7,7,66
5,68,No,9,6,55
5,99,Yes,6,4,84
3,65,Yes,4,0,44
8,58,Yes,5,3,53
6,41,Yes,9,1,31
5,40,Yes,8,5,27
2,66,No,9,5,44
4,93,No,4,9,77
8,84,No,9,2,79
1,91,Yes,9,5,67
9,80,Yes,5,4,77
6,56,Yes,8,9,46
4,70,No,8,7,55
1,61,Yes,7,7,36
9,92,Yes,4,5,89
4,67,No,9,3,49
9,77,Yes,9,8,76
3,82,Yes,5,1,61
7,64,Yes,4,7,55
8,75,No,4,1,69
7,98,Yes,7,5,89
3,50,No,7,8,30
8,69,No,9,5,62
4,53,Yes,9,1,36
5,88,No,5,8,73
5,92,Yes,7,8,79
6,72,Yes,4,2,59
1,80,No,5,4,54
4,58,Yes,9,9,41
9,95,No,5,7,91
4,64,Yes,8,9,48
8,65,No,4,8,60
5,72,Yes,8,7,58
9,43,No,6,5,41
8,90,Yes,6,8,84
5,44,Yes,9,1,30
1,61,Yes,4,1,33
8,57,Yes,7,6,52
3,90,Yes,8,2,70
8,86,Yes,5,8,81
8,53,Yes,4,5,47
8,63,No,5,6,57
1,60,No,6,1,33
6,64,Yes,6,8,54
1,58,Yes,8,8,34
2,46,Yes,7,9,24
4,86,Yes,7,2,69
8,47,No,5,0,39
1,40,No,9,6,16
5,54,No,8,7,41
8,65,No,7,3,58
2,97,No,5,8,74
1,79,No,4,1,52
9,97,No,6,9,93
3,72,Yes,8,6,56
6,62,Yes,8,0,49
1,52,Yes,6,3,25
5,96,No,7,5,82
3,84,No,9,7,65
2,86,Yes,7,7,64
7,77,No,5,9,69
5,80,Yes,6,7,66
9,81,Yes,5,1,76
2,48,No,7,7,25
3,62,No,6,2,41
5,65,No,4,9,50
6,69,No,9,5,58
8,85,No,9,7,81
5,58,No,9,5,44
5,65,No,9,6,53
3,81,Yes,9,3,61
1,62,Yes,8,6,39
5,88,No,4,4,72
5,67,Yes,5,0,51
4,40,Yes,7,5,24
6,77,Yes,6,6,67
4,48,No,8,2,32
7,99,Yes,6,2,90
1,44,No,8,7,18
5,98,No,6,6,82
9,64,No,5,5,60
5,81,No,5,7,67
8,97,No,6,0,91
4,64,Yes,7,2,47
4,48,Yes,5,8,31
5,54,Yes,5,9,39
9,84,No,4,3,80
4,59,Yes,4,4,40
6,47,Yes,6,4,34
5,96,Yes,6,8,80
9,84,No,9,9,85
4,72,No,6,7,55
2,72,No,8,2,50
4,85,Yes,6,8,69
2,95,Yes,5,7,73
5,93,No,8,5,79
4,91,Yes,4,3,74
8,46,No,9,2,41
8,93,No,8,3,88
6,79,No,9,6,70
9,60,No,7,4,58
5,56,No,8,5,42
1,86,No,6,6,61
9,57,No,6,3,52
2,63,Yes,6,9,41
9,63,Yes,4,9,58
7,86,Yes,8,6,80
8,58,Yes,6,7,52
6,81,No,7,3,68
6,99,Yes,5,2,87
9,44,Yes,4,4,39
8,56,No,5,4,50
5,89,No,7,0,76
7,78,No,6,5,69
2,85,Yes,8,5,65
7,47,No,7,9,38
2,40,No,9,8,18
6,41,No,9,3,30
8,43,No,5,9,37
6,87,Yes,5,3,73
7,42,Yes,9,8,36
3,45,Yes,9,2,24
3,60,Yes,8,1,39
5,99,Yes,9,3,88
4,67,No,6,8,49
3,93,No,5,6,75
4,77,No,4,5,59
6,82,No,5,9,70
6,75,No,4,6,63
6,79,No,5,1,66
9,78,Yes,4,1,73
1,65,No,8,1,37
6,64,Yes,4,4,50
5,56,No,8,0,43
8,76,Yes,5,1,70
2,61,Yes,7,7,41
3,61,No,6,1,42
7,53,Yes,5,1,42
4,65,Yes,8,7,48
5,61,Yes,9,4,48
1,69,No,8,8,43
3,55,No,5,7,36
9,77,No,4,0,71
8,45,Yes,4,0,37
8,43,Yes,7,0,35
8,45,Yes,7,5,40
9,65,No,7,4,62
8,50,No,7,9,45
3,80,No,6,1,60
1,48,No,8,3,23
5,90,Yes,4,8,74
1,57,Yes,6,1,33
5,56,Yes,7,6,45
6,40,No,5,2,25
5,76,No,5,2,63
9,87,Yes,5,9,86
8,95,No,9,6,92
4,95,Yes,5,8,76
1,65,No,9,0,37
3,96,No,8,7,76
8,96,Yes,4,1,90
4,69,Yes,4,1,52
6,49,No,5,5,37
9,78,No,7,1,75
8,46,Yes,7,7,41
7,74,Yes,5,7,66
5,59,Yes,8,9,47
6,65,Yes,4,1,51
6,65,Yes,6,5,53
8,82,Yes,6,5,77
7,74,No,9,2,67
6,74,No,6,6,62
8,72,Yes,7,2,66
3,72,Yes,4,1,50
5,51,Yes,5,1,36
4,65,Yes,7,7,47
2,53,Yes,5,9,30
9,89,No,9,3,87
4,98,Yes,9,7,83
2,85,No,6,3,63
5,82,No,9,5,71
3,85,No,7,6,65
2,98,No,7,1,74
2,94,Yes,8,9,71
5,74,No,9,4,62
1,98,Yes,9,3,73
9,78,No,8,9,77
9,88,No,8,2,86
4,80,Yes,9,1,62
4,77,No,9,2,61
9,70,No,9,9,68
2,98,No,7,9,76
8,87,Yes,4,9,83
1,48,Yes,8,5,24
3,46,No,5,8,25
9,52,No,9,7,52
1,49,Yes,4,2,21
